,timestamp,value,hour,weekday,value_avg,day,outliers,scores
0,2014-07-01 00:00:00,9485.5,0,Tuesday,8483.709677419354,1,no,0.1086244811433148
1,2014-07-01 01:00:00,5433.0,1,Tuesday,5028.193548387097,1,no,0.14446441067001353
2,2014-07-01 02:00:00,3346.5,2,Tuesday,3052.1129032258063,1,no,0.16654482508859053
3,2014-07-01 03:00:00,2216.5,3,Tuesday,2039.5806451612902,1,no,0.1708339072939451
4,2014-07-01 04:00:00,2189.5,4,Tuesday,2031.258064516129,1,no,0.177071689074074
5,2014-07-01 05:00:00,3439.5,5,Tuesday,3207.3387096774195,1,no,0.17891316102014965
6,2014-07-01 06:00:00,8782.5,6,Tuesday,8576.40322580645,1,no,0.15637917163403797
7,2014-07-01 07:00:00,14861.0,7,Tuesday,15314.741935483871,1,no,0.13071269875982128
8,2014-07-01 08:00:00,19133.0,8,Tuesday,18504.435483870966,1,no,0.1662658711618692
9,2014-07-01 09:00:00,19823.0,9,Tuesday,17805.91935483871,1,no,0.13410264563990282
10,2014-07-01 10:00:00,18352.0,10,Tuesday,16311.08064516129,1,no,0.14795685536983544
11,2014-07-01 11:00:00,17856.0,11,Tuesday,16254.741935483871,1,no,0.17313629331533587
12,2014-07-01 12:00:00,18897.0,12,Tuesday,17051.09677419355,1,no,0.1487397360997751
13,2014-07-01 13:00:00,18818.5,13,Tuesday,16915.225806451614,1,no,0.1499363007512609
14,2014-07-01 14:00:00,20068.5,14,Tuesday,17939.048387096773,1,no,0.11248454527443208
15,2014-07-01 15:00:00,18962.0,15,Tuesday,17028.483870967742,1,no,0.1449731904843296
16,2014-07-01 16:00:00,15620.5,16,Tuesday,13960.806451612903,1,no,0.16053112403019487
17,2014-07-01 17:00:00,18364.0,17,Tuesday,17461.387096774193,1,no,0.16725307044040416
18,2014-07-01 18:00:00,25282.0,18,Tuesday,22233.59677419355,1,no,0.0781580232764909
19,2014-07-01 19:00:00,25865.5,19,Tuesday,23166.032258064515,1,no,0.08193926757104153
20,2014-07-01 20:00:00,21634.5,20,Tuesday,22035.870967741936,1,no,0.14411717441060434
21,2014-07-01 21:00:00,23920.0,21,Tuesday,22310.74193548387,1,no,0.13648290856389156
22,2014-07-01 22:00:00,22525.5,22,Tuesday,20481.516129032258,1,no,0.1169900041273837
23,2014-07-01 23:00:00,18107.5,23,Tuesday,16217.370967741936,1,no,0.103828009294332
24,2014-07-02 00:00:00,11657.5,0,Wednesday,10544.661290322581,2,no,0.11231037419885914
25,2014-07-02 01:00:00,6744.0,1,Wednesday,6272.629032258064,2,no,0.14385952456804868
26,2014-07-02 02:00:00,4227.0,2,Wednesday,3931.564516129032,2,no,0.15935660768428228
27,2014-07-02 03:00:00,2764.0,3,Wednesday,2640.2419354838707,2,no,0.16881005411754263
28,2014-07-02 04:00:00,2527.5,4,Wednesday,2422.2903225806454,2,no,0.1747924780418928
29,2014-07-02 05:00:00,3675.0,5,Wednesday,3381.967741935484,2,no,0.15508654393334692
30,2014-07-02 06:00:00,8933.0,6,Wednesday,8953.548387096775,2,no,0.16291405646360302
31,2014-07-02 07:00:00,15214.5,7,Wednesday,16185.661290322581,2,no,0.13034813412856705
32,2014-07-02 08:00:00,19554.5,8,Wednesday,19340.983870967742,2,no,0.1660957898908637
33,2014-07-02 09:00:00,19248.0,9,Wednesday,18508.322580645163,2,no,0.18100794087006394
34,2014-07-02 10:00:00,17607.5,10,Wednesday,17072.0,2,no,0.1920351142628331
35,2014-07-02 11:00:00,17861.0,11,Wednesday,17248.467741935485,2,no,0.19225574713535626
36,2014-07-02 12:00:00,19196.5,12,Wednesday,17828.854838709678,2,no,0.1579337401140169
37,2014-07-02 13:00:00,18872.5,13,Wednesday,17676.16129032258,2,no,0.1691624848347809
38,2014-07-02 14:00:00,18569.5,14,Wednesday,18280.467741935485,2,no,0.19731607277736646
39,2014-07-02 15:00:00,17295.5,15,Wednesday,17333.612903225807,2,no,0.19085001506559418
40,2014-07-02 16:00:00,14261.0,16,Wednesday,14310.387096774193,2,no,0.17284941413369886
41,2014-07-02 17:00:00,19674.5,17,Wednesday,18087.435483870966,2,no,0.1529279857322376
42,2014-07-02 18:00:00,24072.5,18,Wednesday,22474.016129032258,2,no,0.13885956757918883
