,timestamp,value,hour,weekday,value_avg,day,outliers,scores
0,2014-07-01 00:00:00,9485.5,0,Tuesday,8483.709677419354,1,no,0.10239917081156247
1,2014-07-01 01:00:00,5433.0,1,Tuesday,5028.193548387097,1,no,0.14426851981546285
2,2014-07-01 02:00:00,3346.5,2,Tuesday,3052.1129032258063,1,no,0.1609720869495187
3,2014-07-01 03:00:00,2216.5,3,Tuesday,2039.5806451612902,1,no,0.16967220564947333
4,2014-07-01 04:00:00,2189.5,4,Tuesday,2031.258064516129,1,no,0.17187129966789272
5,2014-07-01 05:00:00,3439.5,5,Tuesday,3207.3387096774195,1,no,0.16935527032421016
6,2014-07-01 06:00:00,8782.5,6,Tuesday,8576.40322580645,1,no,0.14804057375786117
7,2014-07-01 07:00:00,14861.0,7,Tuesday,15314.741935483871,1,no,0.13294479743728216
8,2014-07-01 08:00:00,19133.0,8,Tuesday,18504.435483870966,1,no,0.16465122862790937
9,2014-07-01 09:00:00,19823.0,9,Tuesday,17805.91935483871,1,no,0.14203223973665208
10,2014-07-01 10:00:00,18352.0,10,Tuesday,16311.08064516129,1,no,0.1543338975750182
11,2014-07-01 11:00:00,17856.0,11,Tuesday,16254.741935483871,1,no,0.17635483609402108
12,2014-07-01 12:00:00,18897.0,12,Tuesday,17051.09677419355,1,no,0.16566874476160054
13,2014-07-01 13:00:00,18818.5,13,Tuesday,16915.225806451614,1,no,0.16449914345995675
14,2014-07-01 14:00:00,20068.5,14,Tuesday,17939.048387096773,1,no,0.12791351165900644
15,2014-07-01 15:00:00,18962.0,15,Tuesday,17028.483870967742,1,no,0.15085155312755366
16,2014-07-01 16:00:00,15620.5,16,Tuesday,13960.806451612903,1,no,0.1569181422851766
17,2014-07-01 17:00:00,18364.0,17,Tuesday,17461.387096774193,1,no,0.17226509122695882
18,2014-07-01 18:00:00,25282.0,18,Tuesday,22233.59677419355,1,no,0.06244647666831327
19,2014-07-01 19:00:00,25865.5,19,Tuesday,23166.032258064515,1,no,0.08169210724749276
20,2014-07-01 20:00:00,21634.5,20,Tuesday,22035.870967741936,1,no,0.14883723357639722
21,2014-07-01 21:00:00,23920.0,21,Tuesday,22310.74193548387,1,no,0.13849585463929848
22,2014-07-01 22:00:00,22525.5,22,Tuesday,20481.516129032258,1,no,0.12095444249986476
23,2014-07-01 23:00:00,18107.5,23,Tuesday,16217.370967741936,1,no,0.09635409700952402
24,2014-07-02 00:00:00,11657.5,0,Wednesday,10544.661290322581,2,no,0.09583466720875411
25,2014-07-02 01:00:00,6744.0,1,Wednesday,6272.629032258064,2,no,0.14398004146062338
26,2014-07-02 02:00:00,4227.0,2,Wednesday,3931.564516129032,2,no,0.15415978903600042
27,2014-07-02 03:00:00,2764.0,3,Wednesday,2640.2419354838707,2,no,0.16475492120054125
28,2014-07-02 04:00:00,2527.5,4,Wednesday,2422.2903225806454,2,no,0.17105636405380353
29,2014-07-02 05:00:00,3675.0,5,Wednesday,3381.967741935484,2,no,0.1455522095581433
30,2014-07-02 06:00:00,8933.0,6,Wednesday,8953.548387096775,2,no,0.154160756287818
31,2014-07-02 07:00:00,15214.5,7,Wednesday,16185.661290322581,2,no,0.12905976395448893
32,2014-07-02 08:00:00,19554.5,8,Wednesday,19340.983870967742,2,no,0.16146719636411838
33,2014-07-02 09:00:00,19248.0,9,Wednesday,18508.322580645163,2,no,0.17287405081510387
34,2014-07-02 10:00:00,17607.5,10,Wednesday,17072.0,2,no,0.18854882017876157
35,2014-07-02 11:00:00,17861.0,11,Wednesday,17248.467741935485,2,no,0.18854859262724727
36,2014-07-02 12:00:00,19196.5,12,Wednesday,17828.854838709678,2,no,0.1536447042968156
37,2014-07-02 13:00:00,18872.5,13,Wednesday,17676.16129032258,2,no,0.16747618685850102
38,2014-07-02 14:00:00,18569.5,14,Wednesday,18280.467741935485,2,no,0.1937092995828763
39,2014-07-02 15:00:00,17295.5,15,Wednesday,17333.612903225807,2,no,0.18510817579833522
40,2014-07-02 16:00:00,14261.0,16,Wednesday,14310.387096774193,2,no,0.16845946717978388
41,2014-07-02 17:00:00,19674.5,17,Wednesday,18087.435483870966,2,no,0.14717654739459457
42,2014-07-02 18:00:00,24072.5,18,Wednesday,22474.016129032258,2,no,0.12834786988401148
43,2014-07-02 19:00:00,25879.5,19,Wednesday,24014.25806451613,2,no,0.12057251615685682
44,2014-07-02 20:00:00,20134.0,20,Wednesday,23014.112903225807,2,no,0.11437486425498788
45,2014-07-02 21:00:00,21710.0,21,Wednesday,23345.8064516129,2,no,0.13306590677945213
46,2014-07-02 22:00:00,20728.5,22,Wednesday,22255.290322580644,2,no,0.12329182871691335
47,2014-07-02 23:00:00,16412.5,23,Wednesday,18186.274193548386,2,no,0.07491904662820581
48,2014-07-03 00:00:00,11604.0,0,Thursday,12698.5,3,no,0.10881000194118795
49,2014-07-03 01:00:00,7757.0,1,Thursday,8132.564516129032,3,no,0.14956162401215678
50,2014-07-03 02:00:00,5104.5,2,Thursday,5350.209677419355,3,no,0.1483817213395599
51,2014-07-03 03:00:00,3109.0,3,Thursday,3683.1774193548385,3,no,0.16640314674432027
52,2014-07-03 04:00:00,3111.5,4,Thursday,3121.6774193548385,3,no,0.15411959799142533
53,2014-07-03 05:00:00,3796.0,5,Thursday,3664.5806451612902,3,no,0.17225410487515674
54,2014-07-03 06:00:00,8299.5,6,Thursday,8868.306451612903,3,no,0.13932774599447928
55,2014-07-03 07:00:00,13407.0,7,Thursday,15654.145161290322,3,no,0.1156190575569862
56,2014-07-03 08:00:00,17844.0,8,Thursday,18558.09677419355,3,no,0.1618965331997156
57,2014-07-03 09:00:00,17784.0,9,Thursday,17812.032258064515,3,no,0.18236241614165782
