,timestamp,value,hour,weekday,value_avg,day,outliers,scores
0,2014-07-01 00:00:00,9485.5,0,Tuesday,8483.709677419354,1,no,0.10841824874292627
1,2014-07-01 01:00:00,5433.0,1,Tuesday,5028.193548387097,1,no,0.15348301246881274
2,2014-07-01 02:00:00,3346.5,2,Tuesday,3052.1129032258063,1,no,0.16758950971139835
3,2014-07-01 03:00:00,2216.5,3,Tuesday,2039.5806451612902,1,no,0.16908877483670237
4,2014-07-01 04:00:00,2189.5,4,Tuesday,2031.258064516129,1,no,0.1744729717469906
5,2014-07-01 05:00:00,3439.5,5,Tuesday,3207.3387096774195,1,no,0.17471883093748514
6,2014-07-01 06:00:00,8782.5,6,Tuesday,8576.40322580645,1,no,0.15231459291462635
7,2014-07-01 07:00:00,14861.0,7,Tuesday,15314.741935483871,1,no,0.13440646416443736
8,2014-07-01 08:00:00,19133.0,8,Tuesday,18504.435483870966,1,no,0.15977972144926783
9,2014-07-01 09:00:00,19823.0,9,Tuesday,17805.91935483871,1,no,0.13871219899778925
10,2014-07-01 10:00:00,18352.0,10,Tuesday,16311.08064516129,1,no,0.15731187461783047
11,2014-07-01 11:00:00,17856.0,11,Tuesday,16254.741935483871,1,no,0.16948848593164312
12,2014-07-01 12:00:00,18897.0,12,Tuesday,17051.09677419355,1,no,0.1510899199285397
13,2014-07-01 13:00:00,18818.5,13,Tuesday,16915.225806451614,1,no,0.1525904597123885
14,2014-07-01 14:00:00,20068.5,14,Tuesday,17939.048387096773,1,no,0.11852764599238741
15,2014-07-01 15:00:00,18962.0,15,Tuesday,17028.483870967742,1,no,0.1480170437804365
16,2014-07-01 16:00:00,15620.5,16,Tuesday,13960.806451612903,1,no,0.1602043913033659
17,2014-07-01 17:00:00,18364.0,17,Tuesday,17461.387096774193,1,no,0.16960127228748317
18,2014-07-01 18:00:00,25282.0,18,Tuesday,22233.59677419355,1,no,0.07852526423559392
19,2014-07-01 19:00:00,25865.5,19,Tuesday,23166.032258064515,1,no,0.08037886364762004
20,2014-07-01 20:00:00,21634.5,20,Tuesday,22035.870967741936,1,no,0.14936425203075376
21,2014-07-01 21:00:00,23920.0,21,Tuesday,22310.74193548387,1,no,0.1391895996410657
22,2014-07-01 22:00:00,22525.5,22,Tuesday,20481.516129032258,1,no,0.11957146471158642
23,2014-07-01 23:00:00,18107.5,23,Tuesday,16217.370967741936,1,no,0.10584128136530246
24,2014-07-02 00:00:00,11657.5,0,Wednesday,10544.661290322581,2,no,0.10217058476560525
25,2014-07-02 01:00:00,6744.0,1,Wednesday,6272.629032258064,2,no,0.14877882236337103
26,2014-07-02 02:00:00,4227.0,2,Wednesday,3931.564516129032,2,no,0.16432350694431486
27,2014-07-02 03:00:00,2764.0,3,Wednesday,2640.2419354838707,2,no,0.1712815077176031
28,2014-07-02 04:00:00,2527.5,4,Wednesday,2422.2903225806454,2,no,0.17466888124966234
29,2014-07-02 05:00:00,3675.0,5,Wednesday,3381.967741935484,2,no,0.15364465649930098
30,2014-07-02 06:00:00,8933.0,6,Wednesday,8953.548387096775,2,no,0.1592454026631706
31,2014-07-02 07:00:00,15214.5,7,Wednesday,16185.661290322581,2,no,0.13072277044013636
32,2014-07-02 08:00:00,19554.5,8,Wednesday,19340.983870967742,2,no,0.16475027840310186
33,2014-07-02 09:00:00,19248.0,9,Wednesday,18508.322580645163,2,no,0.17799778125180898
34,2014-07-02 10:00:00,17607.5,10,Wednesday,17072.0,2,no,0.18933179885634438
35,2014-07-02 11:00:00,17861.0,11,Wednesday,17248.467741935485,2,no,0.18985112195430415
36,2014-07-02 12:00:00,19196.5,12,Wednesday,17828.854838709678,2,no,0.15917717318908742
37,2014-07-02 13:00:00,18872.5,13,Wednesday,17676.16129032258,2,no,0.1635622568422309
38,2014-07-02 14:00:00,18569.5,14,Wednesday,18280.467741935485,2,no,0.19255917100005115
39,2014-07-02 15:00:00,17295.5,15,Wednesday,17333.612903225807,2,no,0.19000562829953677
40,2014-07-02 16:00:00,14261.0,16,Wednesday,14310.387096774193,2,no,0.1635355570822214
41,2014-07-02 17:00:00,19674.5,17,Wednesday,18087.435483870966,2,no,0.14755033244673815
42,2014-07-02 18:00:00,24072.5,18,Wednesday,22474.016129032258,2,no,0.1334619239472532
43,2014-07-02 19:00:00,25879.5,19,Wednesday,24014.25806451613,2,no,0.12698483402642546
44,2014-07-02 20:00:00,20134.0,20,Wednesday,23014.112903225807,2,no,0.11532676123401298
45,2014-07-02 21:00:00,21710.0,21,Wednesday,23345.8064516129,2,no,0.13437463269270988
46,2014-07-02 22:00:00,20728.5,22,Wednesday,22255.290322580644,2,no,0.12711065719297998
47,2014-07-02 23:00:00,16412.5,23,Wednesday,18186.274193548386,2,no,0.08493722636055079
48,2014-07-03 00:00:00,11604.0,0,Thursday,12698.5,3,no,0.1191944073553588
49,2014-07-03 01:00:00,7757.0,1,Thursday,8132.564516129032,3,no,0.15638463801637598
50,2014-07-03 02:00:00,5104.5,2,Thursday,5350.209677419355,3,no,0.16316840524530007
51,2014-07-03 03:00:00,3109.0,3,Thursday,3683.1774193548385,3,no,0.17334331933004732
52,2014-07-03 04:00:00,3111.5,4,Thursday,3121.6774193548385,3,no,0.15947782553077405
53,2014-07-03 05:00:00,3796.0,5,Thursday,3664.5806451612902,3,no,0.1709295482409996
54,2014-07-03 06:00:00,8299.5,6,Thursday,8868.306451612903,3,no,0.14032392830558194
55,2014-07-03 07:00:00,13407.0,7,Thursday,15654.145161290322,3,no,0.1258778828173498
56,2014-07-03 08:00:00,17844.0,8,Thursday,18558.09677419355,3,no,0.168688953904512
57,2014-07-03 09:00:00,17784.0,9,Thursday,17812.032258064515,3,no,0.18523647797015436
58,2014-07-03 10:00:00,16253.0,10,Thursday,16687.5,3,no,0.17475202420461333
59,2014-07-03 11:00:00,16335.5,11,Thursday,16736.290322580644,3,no,0.18898353168006315
60,2014-07-03 12:00:00,18134.5,12,Thursday,17451.1935483871,3,no,0.20174892514843978
61,2014-07-03 13:00:00,19153.0,13,Thursday,17240.983870967742,3,no,0.16709571246148464
62,2014-07-03 14:00:00,19220.5,14,Thursday,18186.145161290322,3,no,0.18140848512169128
63,2014-07-03 15:00:00,17414.0,15,Thursday,17039.16129032258,3,no,0.1957387414130184
64,2014-07-03 16:00:00,14187.0,16,Thursday,13835.516129032258,3,no,0.17542091765414936
65,2014-07-03 17:00:00,18301.5,17,Thursday,17373.177419354837,3,no,0.16981930963734
66,2014-07-03 18:00:00,21994.5,18,Thursday,21878.677419354837,3,no,0.16981809938784442
67,2014-07-03 19:00:00,25743.0,19,Thursday,23768.41935483871,3,no,0.14021965349401477
68,2014-07-03 20:00:00,22436.0,20,Thursday,23213.177419354837,3,no,0.1598767126659506
69,2014-07-03 21:00:00,21118.0,21,Thursday,23603.564516129034,3,no,0.11025219571964939
70,2014-07-03 22:00:00,16871.0,22,Thursday,22958.967741935485,3,no,0.08110910727576526
71,2014-07-03 23:00:00,16093.0,23,Thursday,20732.24193548387,3,no,0.062149124982352144
72,2014-07-04 00:00:00,14993.0,0,Friday,15941.048387096775,4,no,0.08976378294343479
73,2014-07-04 01:00:00,11938.0,1,Friday,10593.58064516129,4,no,0.13948638105252448
74,2014-07-04 02:00:00,9192.0,2,Friday,6923.0,4,no,0.12209712512137283
75,2014-07-04 03:00:00,6889.0,3,Friday,4636.822580645161,4,no,0.11976768616234212
76,2014-07-04 04:00:00,5065.5,4,Friday,3656.9193548387098,4,no,0.1284308596312823
77,2014-07-04 05:00:00,3367.5,5,Friday,3691.4193548387098,4,no,0.1492965339364858
78,2014-07-04 06:00:00,3917.5,6,Friday,8418.725806451614,4,no,0.12067620016257752
